customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CU-10653,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.29,322.64,0
CU-10654,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.4,414.03,1
CU-10655,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.03,2817.71,0
CU-10656,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,91.7,5589.12,0
CU-10657,Female,0,Yes,No,63,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,37.2,2369.04,0
CU-10658,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,52.63,46.07,1
CU-10659,Male,1,Yes,Yes,53,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,82.19,4366.0,1
CU-10660,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,57.75,2545.01,0
CU-10661,Female,0,Yes,No,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,52.19,863.96,1
CU-10662,Male,1,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,80.77,4277.45,0
CU-10663,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.56,367.26,0
CU-10664,Female,0,Yes,No,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.34,1449.87,0
CU-10665,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,80.66,3721.61,1
CU-10666,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.68,4658.46,0
CU-10667,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.31,3476.91,1
CU-10668,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.8,7159.81,0
CU-10669,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.48,330.51,1
CU-10670,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.21,1070.55,0
CU-10671,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),66.16,4412.8,0
CU-10672,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,81.15,5633.45,1
CU-10673,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,71.41,3936.7,0
CU-10674,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,80.18,0
CU-10675,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),62.12,303.37,0
CU-10676,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.18,214.81,0
CU-10677,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),80.34,3807.14,0
CU-10678,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,90.05,3000.26,1
CU-10679,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,82.58,3544.79,1
CU-10680,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),92.24,4778.06,0
CU-10681,Male,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.04,1157.43,1
CU-10682,Female,0,No,No,17,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.56,1312.89,1
CU-10683,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,51.38,2163.72,0
CU-10684,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.0,1332.13,0
CU-10685,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.74,973.7,0
CU-10686,Male,0,No,No,44,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.11,2321.73,0
CU-10687,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,65.16,2467.04,0
CU-10688,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),61.23,410.05,1
CU-10689,Female,0,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.35,2701.11,0
CU-10690,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.43,3804.16,0
CU-10691,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.01,4361.49,0
CU-10692,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),84.63,432.64,0
CU-10693,Female,0,No,No,0,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,51.24,0.0,1
CU-10694,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,56.79,39.76,1
CU-10695,Male,1,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.11,3830.3,0
CU-10696,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.87,621.21,1
CU-10697,Female,1,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,302.54,0
CU-10698,Male,0,No,No,53,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,91.88,4860.95,0
CU-10699,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,89.32,659.92,1
CU-10700,Female,1,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.62,4928.2,1
CU-10701,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.91,659.44,1
CU-10702,Male,0,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,58.82,1347.12,1
CU-10703,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,92.54,4763.74,0
CU-10704,Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,92.69,5836.37,0
CU-10705,Female,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.9,890.82,0
CU-10706,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,52.45,2466.44,0
CU-10707,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,67.44,602.2,0
CU-10708,Male,1,Yes,Yes,53,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,52.14,2799.13,0
CU-10709,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),94.02,2437.8,1
CU-10710,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.26,4888.16,0
CU-10711,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.48,49.86,1
CU-10712,Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.93,2686.75,1
CU-10713,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),97.8,267.22,1
CU-10714,Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,58.59,1022.17,0
CU-10715,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.71,1646.41,0
CU-10716,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),71.32,3095.22,1
CU-10717,Male,1,No,No,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.9,906.88,1
CU-10718,Male,0,No,No,34,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,53.11,1773.69,0
CU-10719,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),45.39,318.65,0
CU-10720,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.84,2949.46,1
CU-10721,Female,1,Yes,Yes,19,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),55.31,1065.51,0
CU-10722,Female,0,No,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.18,983.11,0
CU-10723,Male,0,Yes,No,17,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),61.31,1013.03,0
CU-10724,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.73,195.15,0
CU-10725,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,92.11,259.76,0
CU-10726,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.4,1132.36,1
CU-10727,Male,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.53,4421.39,1
CU-10728,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.88,587.2,1
CU-10729,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.78,1452.0,0
CU-10730,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.33,4257.43,1
CU-10731,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.88,730.79,1
CU-10732,Female,1,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.15,1951.53,0
CU-10733,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.39,740.46,0
CU-10734,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.97,805.02,0
CU-10735,Female,1,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,75.22,654.74,0
CU-10736,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.63,133.25,0
CU-10737,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.14,0.0,1
CU-10738,Female,1,Yes,Yes,70,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.37,3794.92,1
CU-10739,Female,0,No,No,51,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,57.56,2918.15,0
CU-10740,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.71,550.55,0
CU-10741,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.74,69.2,0
CU-10742,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.12,1067.41,1
CU-10743,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,87.31,144.76,0
CU-10744,Female,0,Yes,No,30,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,78.1,2382.89,1
CU-10745,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.2,1811.91,0
CU-10746,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,51.29,1483.02,1
CU-10747,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.17,239.24,1
CU-10748,Male,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.14,398.47,0
CU-10749,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,90.88,4260.63,0
CU-10750,Female,1,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,83.32,3481.07,1
CU-10751,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.54,53.5,1
CU-10752,Male,1,No,No,41,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.36,2598.77,0
CU-10753,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.5,4305.07,0
CU-10754,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.94,1007.55,1
CU-10755,Male,1,Yes,No,6,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.11,395.15,0
CU-10756,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),88.75,697.36,1
CU-10757,Male,0,Yes,Yes,55,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,79.33,4360.4,1
CU-10758,Male,0,No,No,53,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.68,3151.88,0
CU-10759,Female,0,Yes,No,58,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.68,3645.03,1
CU-10760,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.39,4114.79,1
CU-10761,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),48.94,951.37,1
CU-10762,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.92,868.88,0
CU-10763,Female,0,Yes,No,2,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,45.36,110.41,0
CU-10764,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.92,119.85,1
CU-10765,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),85.57,0.0,0
CU-10766,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.43,4353.26,0
CU-10767,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.18,4560.07,0
CU-10768,Male,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.75,3963.07,0
CU-10769,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,87.75,180.76,1
CU-10770,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.26,136.91,0
CU-10771,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,79.52,1228.15,0
CU-10772,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.89,100.64,0
CU-10773,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.43,511.13,1
CU-10774,Female,0,No,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.68,1852.39,0
CU-10775,Female,0,No,No,69,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.15,4088.82,0
CU-10776,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.6,3383.49,0
CU-10777,Male,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.15,1893.25,0
CU-10778,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),82.75,664.13,0
CU-10779,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.97,1830.78,1
CU-10780,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.28,1541.3,1
CU-10781,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.8,2050.74,0
CU-10782,Male,0,No,No,4,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,78.25,320.14,0
CU-10783,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,102.69,231.51,0
CU-10784,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),103.9,749.67,0
CU-10785,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,59.58,3407.06,0
CU-10786,Male,1,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.33,5160.26,0
CU-10787,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.54,1173.91,0
CU-10788,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.01,1897.39,0
CU-10789,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.72,4557.07,1
CU-10790,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,66.75,529.21,0
CU-10791,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.21,4832.61,0
CU-10792,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.84,4593.04,1
CU-10793,Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.92,219.66,1
CU-10794,Male,1,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.9,314.26,0
CU-10795,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.26,1670.09,0
CU-10796,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.05,5001.81,0
CU-10797,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.04,787.6,0
CU-10798,Male,0,No,No,40,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,72.81,2907.26,0
CU-10799,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,64.52,3965.51,0
CU-10800,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,67.8,978.73,0
CU-10801,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.57,133.42,0
CU-10802,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.26,110.08,0
CU-10803,Female,1,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.49,666.32,0
CU-10804,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,1133.1,0
CU-10805,Female,0,No,Yes,33,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),57.1,1918.2,0
CU-10806,Female,1,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.48,235.42,1
CU-10807,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,1306.5,0
CU-10808,Male,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,49.25,67.73,0
CU-10809,Female,0,No,No,58,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,56.34,3254.31,1
CU-10810,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,101.51,94.75,0
CU-10811,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),68.42,2029.83,0
CU-10812,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.44,5278.36,1
CU-10813,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,95.7,5554.67,1
CU-10814,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.44,385.52,1
CU-10815,Female,1,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.98,726.3,1
CU-10816,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.12,1088.05,0
CU-10817,Male,1,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),98.61,5611.54,0
CU-10818,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.64,80.63,1
CU-10819,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,68.23,1439.79,0
CU-10820,Male,1,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,101.67,5782.15,0
CU-10821,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.41,114.71,0
CU-10822,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.51,411.84,0
CU-10823,Female,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,79.08,380.26,1
CU-10824,Female,0,No,Yes,42,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),43.77,1854.59,0
CU-10825,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,86.11,5335.7,0
CU-10826,Female,1,No,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.47,592.06,1
CU-10827,Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,53.6,3561.56,0
CU-10828,Female,0,No,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,88.59,738.29,1
CU-10829,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),55.79,97.57,1
CU-10830,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.81,4080.57,0
CU-10831,Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),60.86,3175.4,0
CU-10832,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,92.74,394.94,1
CU-10833,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.49,906.05,0
